name,singer,style
"Me, Myself & I",G-Eazy/Bebe Rexha,经典
Legendary,Faydee,经典
Counting Stars,Alex Goot/Chrissy Costanza/Kurt Hugo Schneider,经典
Not Afraid Of Love,Skylar Stecker,经典
Slow Dance Night,This Century,经典
The River,Jordan Feliz,经典
Young Souls,Broken Back,经典
Comfortable,Lauv,经典
Counting Sheep,SAFIA,经典
Beautiful,Virginia To Vegas,经典
Go Down (Radio Edit),Alchemist Project,经典
Golden (Album),Brandon Beal/Lukas Graham,经典
Color Blind,Matt B,经典
LOST BOY,Troye Sivan,经典
Beauty,Wolf Colony,经典
Summer (Klaas Remix),Mazza,经典
All I Wanna Do,Martin Jensen,经典
Hurricane (Arty Remix),Halsey,经典
Daydreamer (Original Mix),KarlK/guitk,经典
Black Mascara,Eliane,经典
Bring Back the Summer (feat. OLY),Rain Man/OLY,经典
Gasoline,Halsey,经典
Rumors,Jake Miller,经典
우리 얘기 좀 해,Lillo/제이형/지현,经典
Air,Shawn Mendes/Astrid S,经典
Reminds Me Of You,Girl On Fire,经典
Es rappelt im Karton,Pixie Paris,经典
Best of 2012: Payphone/Call Me Maybe/Wide Awake/Starship/We Are Young,Anthem Lights,经典
Taxi Driver,Joan Thiele,经典
We Dont Talk Anymore (OutaMatic Remix),OutaMatic,经典
All Right,金艺林,经典
On the Water,Finding Favour,经典
Turnin',Young Rising Sons,经典
Pop Danthology 2012,DJ Daniel Kim,经典
Undo,Sanna Nielsen,经典
United State of Pop 2014 (Do What You Wanna Do),DJ Earworm,经典
I Don't Mind If You Don't Mind,Ron Pope,经典
Chasing All the Stars,Fleurie,经典
Christmas Day - (原曲:Justin Bieber《Mistletoe》),Jimin/Jung Kook,经典
Around the World (Radio Mix),David Deen0,经典
PopLove (2012) ,Robin Skouteris,经典
i hate u i love u,gnash/Olivia O'Brien,经典
Mockingbird (Album Version),Eminem,经典
Locked Away,OutaMatic/Maddie Wilson/Madilyn Paige,经典
Pop Love 2014,Robin Skouteris,经典
King of My Heart,Love & the Outcome,经典
It's My Life,Bon Jovi,经典
Trouble Sleeping,Corinne Bailey Rae,经典
My Personal Song,The Bosshoss,经典
Tanz mit mir,Faun,经典
Black (From The Waist Down),Jason Rene/Albert Kick,经典
Pop Love,Robin Skouteris,经典
Calavera (Original Edit),Klaas,经典
Control,Broken Bells,经典
Bring Back The Summer (Not Your Dope Remix),Not Your Dope/Rain Man,经典
Freaks (Radio Edit),Timmy Trumpet/Savage,经典
How Can I Go On,Freddie Mercury,经典
All Of Me/Say Something,Shaun Reynolds/Lily Me,经典
Try,Colbie Caillat,经典
Nonstop Pop 2012,Isosine,经典
You’ll Be Mine,Havana Brown/R3hab,经典
Best of 2014: Problem / Boom Clap / Rude / Am I Wrong / All About That Bass / All of Me / Chandelier / Blank Space / Not a Bad Thing / Happy,Anthem Lights,经典
Ein kleines Lied (Around The World),Candee!,经典
So Incredible,AZIATIX/Stevie Hoang,经典
Good Time (Radio Edit),Flava & Stevenson/FreeG & Fat-K,经典
우리 조금만 어렸더라면 (Feat. 이아람) - (如果我们稍微年轻些的话),MJ/자람프로젝트 이아람,经典
Blues Is My Wailin' Wall,Mighty Mo Rodgers,经典
TiK ToK,Kesha,经典
Broken Angel (feat. Helena),Arash,经典
Best of 2015: Style / What Do You Mean / Uptown Funk / Love Me Like You Do / Watch Me / See You Again,Anthem Lights,经典
I’m Fine,Emily Hearn,经典
Tokyo,Lily Kershaw,经典
A Maid in Bedlam,Méav,经典
Maps,Alyson Stoner/MAX/Kurt Hugo Schneider,经典
Summer Vibe (Pegato Remix),Pegato/Walk off the Earth,经典
Love You Like A Love Song,Sami,经典
Ce Frumoasa E Iubirea,Giulia,经典
Best Is Yet To Come,Luvbug,经典
Whataya Want from Me,Adam Lambert,经典
Call Me Maybe,Carly Rae Jepsen,经典
Apologize,Timbaland/OneRepublic,经典
Stronger,Kelly Clarkson,经典
Please Don't Go,Joel Adams,经典
La La Land,Jax,经典
Unbelievable,Owl City/Hanson,经典
青春ライン,いきものがかり,经典
Complicated Heart ('99 Remix) - remix,Michael Learns To Rock,经典
Sober,P!nk,经典
Mary,Cecile Corbel,经典
Closer To Me,Megan & Liz,经典
I Love You Forever,Jewel,经典
Get Me Some of That,Thomas Rhett,经典
Impossible,Shontelle/Ina Wroldsen,经典
Domino,Academical Village People,经典
1989 in 4 Minutes,Peter Hollens/Evynne Hollens,经典
Try Everything,Home Free,经典
Rather Be,Pentatonix,经典
アイロニ,4円,经典
太陽と向日葵,FLOWER,经典
蓝莲花,许巍,经典
Another You,Madeline Juno,经典
I Do,Colbie Caillat,经典
Let It Go,James Bay,经典
PONY,陈粒,经典
Annie,Emily Hearn,经典
Die Internationale,Hannes Wader,经典
O' Holiday,Ellem,经典
That's Why You Go Away,Michael Learns To Rock,经典
Thursdays (Single Version),Lovestoned,经典
Feeling U,M80,经典
Get Up,阿肆,经典
Send My Love (To Your New Lover) - (我的爱 (致你的新恋人)),Adele,经典
Die A Happy Man,Thomas Rhett,经典
This Life,OLWIK/Johnning,经典
Dream It Possible,Delacey,经典
"Oh, The Deep, Deep Love of Jesus (feat. Fernando Ortega)",Audrey Assad,经典
被驯服的象,蔡健雅,经典
"再见,再见",逃跑计划,经典
Volar,Álvaro Soler,经典
Star of the County Down,Rosheen,经典
Miss You Tonight,茶小姐和熊先生,经典
for him.,Troye Sivan/Allday,经典
Secrets,Mary Lambert,经典
Lose You Tonight,Kristina Train,经典
Little Do You Know,Alex & Sierra,经典
Little Talks,Julia Sheer/Jon D.,经典
We Are Powerful,Lenka,经典
Kissin U,Miranda Cosgrove,经典
It's So Easy (1977),Linda Ronstadt,经典
One For Da Money - Album,Overground,经典
Don't Push Me,sweetbox,经典
絆,miu-clips,经典
If He Doesn’t Love You,Meiko,经典
The One,Matt Cab,经典
Higher,Erik Grönwall,经典
All the Others,The Coronas,经典
Lose Yourself (Markino Faded Remix),Dj Markino/Alan Walker/Eminem,经典
逝年,夏小虎,经典
One Match,Sarah Harmer,经典
Jocelin,Leddra Chapman,经典
心做し,花たん,经典
恋愛サーキュレーション - 双声道版,花澤香菜/釘宮理恵,经典
Ca Ira,Joyce Jonathan,经典
Sen O Przyszlosci,Sylwia Grzeszczak,经典
Calling You,Eva/The Heartmaker,经典
Endless Tears,CLIFF EDGE,经典
Amnesia,Guy Sebastian,经典
Axel F,Crazy Frog,经典
Insomnia,Craig David,经典
Take Your Time,Sam Hunt,经典
Stitches,Sam Tsui,经典
北極星,伊東歌詞太郎,经典
Wild Things (Remix),Alessia Cara/G-Eazy,经典
And The Winner Is,Gérard Darmon,经典
Party Shaker (Whirlmond Radio Edit),R.I.O./Nicco,经典
Monsters,Katie Sky,经典
I Choose U,Timeflies,经典
画 (Live Piano Session II),G.E.M.邓紫棋,经典
And We Run ,Nightcore,经典
Yesterday Once More,Carpenters,经典
Everything At Once - (Windows8广告主题曲),Lenka,经典
All About Us,He Is We/Owl City/Adam Young,经典
Extraordinary,Seabird,经典
Anchor,Bess Rogers,经典
Let Her Go,Jasmine Thompson,经典
The Moss,Cosmo Sheldrake,经典
Beautiful Now,Zedd/Jon Bellion,经典
Love The Way You Lie - Part III (Original Demo),Skylar Grey,经典
Stupid,Tone Damli Aaberge,经典
Riverside,Agnes Obel,经典
しろつめくさ - (白车轴草),ハンバート ハンバート,经典
Hit & Run,Greyson Chance,经典
Back on the Wall,Greyson Chance,经典
Hell No,Ingrid Michaelson,经典
Work This Out,Litany,经典
Bitter and Sick,One Two,经典
Just One Last Dance,Sarah Connor/Natural,经典
Ngot Ngao,Dong Nhi,经典
Mi Mi Mi (Radio Edit),Serebro,经典
The Lazy Song,Bruno Mars,经典
La Vida Seguirá,Álvaro Soler,经典
Real Life,The Score,经典
Love The Way You Lie Pt.2 [Rihanna & Eminem],Rihanna/Eminem,经典
Taylor Swift Mash-Up,Anthem Lights,经典
Carry You,Union J,经典
We All Want the Same Thing,Rixton,经典
Locked Away,R. City/Adam Levine,经典
"Immortals (End Credit Version) [""From ""Big Hero 6”] - (电影《超能陆战队》主题曲)",Fall Out Boy,经典
Out Of My Hands,Jason Mraz,经典
Liekkas,Sofia Jannok,经典
Let It Go - (放手吧),Idina Menzel,经典
Because of You,Kelly Clarkson,经典
Rude  ,Madilyn Bailey/Flula,经典
21 Guns,Green Day,经典
Valder Fields,Tamas Wells,经典
Just Give Me A Reason,P!nk/Nate Ruess,经典
时间よ止まれ - (TV动画《恶作剧之吻》ED2 / TVアニメ「イタズラなKiss」ED2テーマ),AZU/SEAMO,经典
Letting Go,Jo De La Rosa,经典
Trip Around The World,Alexz Johnson,经典
Told You So,Christopher,经典
Me and You,Lucky Twice,经典
Love Runs Out,OneRepublic,经典
Best Day Of My Life,American Authors,经典
Goodbye,Who Is Fancy,经典
Keep That Letter Safe,HighasaKite,经典
Lemon Tree,Fool's Garden,经典
Battles and Wastelands,Neo Retros,经典
"Flower of Life - (原曲：稀翁玉より ""桜花之恋塚  〜 Flower of Japan"")",陽花,经典
Reality,Lost Frequencies/Janieck Devy,经典
Uptown Funk,Mark Ronson/Bruno Mars,经典
He Don't Love You Like I Love You,Daniel Bedingfield,经典
The Beautiful Ones,Monarchy,经典
Your Firefly (Georgia Power and Toyota advert),Ben Cocks,经典
Moonlight Shadow,Vox Angeli,经典
A Place Called You,Emma Stevens,经典
I Really Like You,Anthem Lights,经典
What’s your name? (collaboration with 壇蜜)	,SoulJa/中村舞子/壇蜜,经典
Rather Be,Clean Bandit/Jess Glynne,经典
"Hey, Soul Sister",Train,经典
Young For You,GALA,经典
Take A Hint,Nightcore,经典
Fuerteventura,Russian Red,经典
You Speak,Audrey Assad,经典
アイロニ,majiko,经典
Elephant,Guy Sebastian,经典
The Show,Lenka,经典
So:Lo,Kate Havnevik,经典
Stressed Out,twenty one pilots,经典
Wild Wild Web,John The Whistler,经典
1965,Zella Day,经典
Maps,Madilyn Bailey,经典
Fire,Gavin Degraw,经典
Better Than One,The Score,经典
Sleep When We’re Dead (Video Edit),ItaloBrothers,经典
Just The Way You Are vs. Runaway Love (AndyWho Remix),AndyWho/Bruno Mars/Ludacris,经典
Love Life,John Mamann/Kika,经典
Lonely - UK Radio Edit,Akon,经典
El Mismo Sol,Álvaro Soler,经典
Bye Bye Beautiful,Nightwish,经典
Sovereign Light Café,Keane,经典
On a Slow Boat to China,Luke Thompson,经典
Faded (Conor Maynard Cover),Conor Maynard/Anth,经典
New Soul,Vox Angeli,经典
Forgettable,Project 46/Olivia,经典
Take Me To Church,Hozier,经典
Love Bound,Nic Billington,经典
Love the Way You Lie (Clean),Eminem/Rihanna,经典
Let Her Go,Passenger,经典
Soldier,Samantha Jade,经典
Wrecking Ball,Frankmusik,经典
Changing [Goldsmyth Edition],SIGMA/Paloma Faith,经典
Staring At You,Diane Birch,经典
This Is the Life,Angie Miller,经典
C'mon C'mon,Olly Murs,经典
Sketch Plane,Cam Kelley,经典
ラ・タタン,れをる,经典
Sleepyhead,Galen Crew,经典
Gotta Have You,The Weepies,经典
One Republic Mash-Up,Anthem Lights,经典
Better In Time (Remix),Eminem,经典
明日の朝には - (明日清晨),ハンバート ハンバート,经典
梦のしずく - (梦的点滴),松たか子,经典
Big Big World,Emilia,经典
The Monster,Eminem/Rihanna,经典
Rolling In The Deep,Adele,经典
International Love,Pitbull,经典
Nothing On You,B.o.B/Bruno Mars,经典
Domino,Jessie J,经典
Starships,Nicki Minaj,经典
いつも何度でも - (「千と千尋の神隠し」 主題歌),伊藤サチコ,经典
Trouble Is A Friend,Lenka,经典
One Day (Album Version),Emblem3,经典
Lighters,Bruno Mars/Royce da 5'9/Eminem/Royce Da,经典
What Makes You Beautiful,One Direction,经典
We Can't Stop,Boyce Avenue/Bea Miller,经典
Whistle,Glee Cast,经典
Chandelier,Sia,经典
Blue,Keith Hanley,经典
Love Me ~ココロの声~,Lily.μ,经典
Be What You Wanna Be - (Be What You Wanna Be),Darin,经典
Shots (Broiler Remix),Imagine Dragons/Broiler,经典
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,经典
Look At Me Now,Charlie Puth,经典
Bye Bye Bye,Lovestoned,经典
I Really Like You,Carly Rae Jepsen,经典
红色高跟鞋,蔡健雅,经典
后来 (Live),刘若英,经典
丑八怪,薛之谦,经典
南方姑娘,赵雷,经典
Ordinary Day,Melanie Penn,经典
Way Back Into Love (Demo),Hugh Grant/Drew Barrymore,经典
Crazy Bird,Wild Child,经典
La Da Dee,Cody Simpson,经典
Heartbeat Song,Kelly Clarkson,经典
Stuttering,Fefe Dobson,经典
East of Eden,Zella Day,经典
Love Is Greater,Amanda Noelle,经典
Bulletproof Heart [Radio Edit] [Radio Edit],Indian Boi,经典
Sexy Mama,Mario Bischin,经典
Never Let U Go,Kamelia Todorova/Voxlight,经典
Jar Of Love,曲婉婷,经典
Пупсик,Tina Karol,经典
I Just Wanna Run,Kait Weston,经典
平凡之路 + See You Again - (原唱 : 朴树 / Wiz Khalifa&Charlie Puth),张信哲,经典
One More Night - LVLF Remix,Maroon 5,经典
Call Me Maybe,Carly Rae Jepsen,经典
I'm Yours,Jason Mraz,经典
No Money,Galantis,经典
DJ Got Us Fallin' In Love,Usher/Pitbull,经典
寂寞房间,郑晓填,经典
Sofía,Álvaro Soler,经典
ラピスラズリ - (TV动画《亚尔斯兰战记》ED),藍井エイル,经典
I Choose You,Sara Bareilles,经典
Counting Stars,OneRepublic,经典
I Just Wanna Run,The Downtown Fiction,经典
Whistle,Flo Rida,经典
Maps,Maroon 5,经典
The Phoenix,Fall Out Boy,经典
Love Yourself,Justin Bieber,经典
Me and My Broken Heart,Rixton,经典
Try Everything,Shakira,经典
I Am You,Kim Taylor,经典
Centuries,Fall Out Boy,经典
Here With You,Asher Book,经典
Glad You Came,The Wanted,经典
I Want You to Know,Zedd/Selena Gomez,经典
Love The Way You Lie,Eminem/Rihanna,经典
Lucky Strike,Maroon 5,经典
Here It Is (feat. Chris Brown),Flo Rida/Chris Brown,经典
Moves Like Jagger,Maroon 5,经典
Payphone,Maroon 5/Wiz Khalifa,经典
Price Tag,Jessie J/B.o.B,经典
Numb Encore,Dr. Dre/50 Cent/Jay-Z/Eminem/Linkin Park,经典
Timber,Pitbull/Kesha,经典
Animals,Maroon 5,经典
Free Loop,Daniel Powter,经典
Better Man,Robbie Williams,经典
Forgive Me,Group 1 Crew,经典
Geronimo,Aura Dione,经典
ツキアカリのミチシルベ,ステレオポニー,经典
SAKURA,いきものがかり,经典
叶わない恋でも… duet with 滴草由実,KG,经典
 secret base ~君がくれたもの~ (10 years after Ver.),茅野愛衣/戸松遥/早見沙織,经典
深海少女,のぶなが,经典
明日、僕は君に会いに行く。 - (TV动画《世界第一初恋》第一季片尾曲 / TVアニメ「世界一初恋」第1期EDテーマ),ワカバ,经典
Try,P!nk,经典
Brother Louie,Modern Talking,经典
We Can't Stop,Miley Cyrus,经典
Worth It,Fifth Harmony/KiD Ink,经典
Bang Bang,Jessie J/Ariana Grande/Nicki Minaj,经典
Sugar,Maroon 5,经典
Uptown Funk,Mark Ronson/Bruno Mars,经典
Break Your Heart,Taio Cruz,经典
I Gotta Feeling,Black Eyed Peas,经典
22,Taylor Swift,经典
We Are Never Ever Getting Back Together,Taylor Swift,经典
You Belong With Me,Taylor Swift,经典
I Knew You Were Trouble.,Taylor Swift,经典
Want to Want Me,Jason DeRulo,经典
Pump It,Black Eyed Peas,经典
Don't Push Me,sweetbox,经典
Blurred Lines,Robin Thicke/T.I./Pharrell Williams,经典
Love Me Like You Do,Ellie Goulding,经典
Trespassing,Adam Lambert,经典
On the Radio,Groove Coverage,经典
50 Ways to Say Goodbye,Train,经典
Price Tag,Jessie J/B.o.B,经典
One Day,Matisyahu,经典
Rock N Roll,Avril Lavigne,经典
Lemon Tree,Fool's Garden,经典
My Dilemma 2.0,Selena Gomez,经典
Hangover,Flo Rida/Taio Cruz,经典
The Phoenix,Fall Out Boy,经典
Party Rock Anthem,LMFAO,经典
We Are Young,Fun./Janelle Monáe,经典
Just Dance,Lady Gaga/RedOne/Colby O'Donis,经典
What Makes You Beautiful,One Direction,经典
Numb,Linkin Park,经典
Walk Away - Album Version,Dia Frampton,经典
Wide Awake,Katy Perry,经典
Me and You,Lucky Twice,经典
Safe and Sound,Capital Cities,经典
As Long as You Love Me,Backstreet Boys,经典
Extreme Ways (Bourne's Legacy),James Newton Howard,经典
Stronger (What Doesn't Kill You),Kelly Clarkson,经典
Whataya Want from Me,Adam Lambert,经典
La La Love On My Mind,Ann Winsborn,经典
It's Ok,DJ Maxwell,经典
Lonely,Nana,经典
Stronger,Inez,经典
Gotta Go Home,Mirah,经典
It's So Easy (1977),Linda Ronstadt,经典
Rolling In The Deep,Adele,经典
Remember The Name,Fort Minor,经典
Boom Boom Pow (Clean),Black Eyed Peas,经典
My Humps - Lil Jon Remix,Black Eyed Peas,经典
All Rise,Blue,经典
Fire,Gavin Degraw,经典
Bad Romance,Lady Gaga,经典
Here's To Never Growing Up,Avril Lavigne,经典
